2026-05-08T17:59:13	brain_define	{"concept": "molecular snare"}	160
2026-05-08T17:59:34	brain_explore	{"label": "molecular snare", "depth": 3}	27243
2026-05-08T17:59:35	brain_define	{"concept": "molecular snare"}	160
2026-05-08T17:59:51	brain_explore	{"label": "fulcrum", "depth": 3}	593
2026-05-08T17:59:51	brain_define	{"concept": "fulcrum"}	216
2026-05-08T18:00:26	brain_explore	{"label": "optimal kdoff for ssng2", "depth": 3}	54
2026-05-08T18:00:26	brain_define	{"concept": "optimal kdoff for ssng2"}	168
2026-05-08T18:01:24	brain_explore	{"label": "fulcrum", "depth": 3}	593
2026-05-08T18:03:07	brain_explore	{"label": "optimal kdoff for ssng2", "depth": 3}	54
2026-05-08T18:03:08	brain_value	{"concept": "ssng2", "type": "kdoff"}	107
2026-05-08T18:03:08	brain_value	{"concept": "ssng2 highest kdoff"}	50
2026-05-08T18:03:08	brain_value	{"concept": "ssng2 lowest kdoff"}	49
2026-05-08T18:03:08	brain_value	{"concept": "ssng2 kdoff"}	42
2026-05-08T18:03:08	brain_value	{"concept": "highest ssng2 kdoff"}	50
2026-05-08T18:03:08	brain_define	{"concept": "ssng2"}	63
2026-05-08T18:03:43	brain_explore	{"label": "ssng3", "depth": 3}	19913
2026-05-08T18:03:59	brain_explore	{"label": "kdon", "depth": 3}	24859
2026-05-08T18:05:25	brain_explore	{"label": "optimal koff for ssng2", "depth": 3}	53
2026-05-08T18:05:25	brain_value	{"concept": "ssng2", "type": "koff"}	106
2026-05-08T18:05:25	brain_value	{"concept": "ssng2 highest koff"}	49
2026-05-08T18:05:25	brain_value	{"concept": "ssng2 lowest koff"}	48
2026-05-08T18:05:25	brain_value	{"concept": "ssng2 koff"}	41
2026-05-08T18:05:25	brain_value	{"concept": "highest ssng2 koff"}	49
2026-05-08T18:05:25	brain_define	{"concept": "ssng2"}	63
2026-05-08T18:05:26	brain_did_you_mean	{"term": "ssng2"}	29
2026-05-08T18:06:31	brain_explore	{"label": "kdon", "depth": 3}	24859
2026-05-08T18:08:19	brain_explore	{"label": "kdon", "depth": 3}	24859
2026-05-08T18:08:20	brain_define	{"concept": "kdon"}	87
2026-05-08T18:10:31	brain_explore	{"label": "sara_audit_log=/tmp/sara_audit.log \\", "depth": 3}	67
2026-05-08T18:10:31	brain_value	{"concept": "sara_audit_log=/tmp / sara_audit.log \\"}	69
2026-05-08T18:10:31	brain_define	{"concept": "sara_audit_log=/tmp / sara_audit.log \\"}	183
2026-05-08T18:10:34	brain_explore	{"label": ".venv/bin/python -m sara_reader.cli_stateless_chat \\", "depth": 3}	83
2026-05-08T18:10:34	brain_value	{"concept": "venv / bin / python -m sara_reader.cli_stateless_chat \\"}	86
2026-05-08T18:10:34	brain_define	{"concept": "venv / bin / python -m sara_reader.cli_stateless_chat \\"}	200
2026-05-08T18:10:36	brain_explore	{"label": "--brain /tmp/sara_demo.db \\", "depth": 3}	58
2026-05-08T18:10:36	brain_did_you_mean	{"term": "/ sara_demo.db \\"}	40
2026-05-08T18:10:37	brain_explore	{"label": "--cortex-router \\", "depth": 3}	48
2026-05-08T18:10:37	brain_value	{"concept": "router \\"}	39
2026-05-08T18:10:37	brain_define	{"concept": "router \\"}	153
2026-05-08T18:10:39	brain_explore	{"label": "--synthesis-model llama3.2:1b \\", "depth": 3}	62
2026-05-08T18:10:39	brain_value	{"concept": "--synthesis model llama3.2:1b \\"}	62
2026-05-08T18:10:39	brain_define	{"concept": "--synthesis model llama3.2:1b \\"}	176
2026-05-08T18:10:41	brain_explore	{"label": "--strict-sara \\", "depth": 3}	46
2026-05-08T18:10:41	brain_did_you_mean	{"term": "--strict sara \\"}	39
2026-05-08T18:10:42	brain_explore	{"label": "--explore-first", "depth": 3}	46
2026-05-08T18:10:42	brain_value	{"concept": "first"}	97
2026-05-08T18:10:42	brain_define	{"concept": "first"}	214
2026-05-08T18:11:07	brain_explore	{"label": "kdon", "depth": 3}	24859
2026-05-08T18:11:08	brain_define	{"concept": "kdon"}	87
2026-05-08T18:11:31	brain_explore	{"label": "kdon", "depth": 3}	24859
2026-05-08T18:11:31	brain_define	{"concept": "kdon"}	87
